id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
726209,Leave the World Behind,"['Drama', 'Mystery', 'Thriller', 'Science Fiction']",en,A family's getaway to a luxurious rental home takes an ominous turn when a cyberattack knocks out their devices â€” and two strangers appear at their door.,1.184.145,Esmail Corp-Red Om Films-Higher Ground,22/11/2023,0,0,141.0,Released,There's no going back to normal.,6.688,628,"['Julia Roberts', 'Mahershala Ali', 'Ethan Hawke', ""Myha'la"", 'Farrah Mackenzie', 'Charlie Evans', 'Kevin Bacon', 'Alexis Rae Forlenza', 'Vanessa Aspillaga', 'Josh Drennen', 'Erica Cho', 'Orli Gottesman', 'Pavel Frolov', 'Jesse King', 'Kevin Kenny', 'Stephanie Groves', 'Qiu Tonglan']",based on novel or book-crisis-vacation,/5qhtTPWNqzM1eo9QIIf5cyIUeAA.jpg,/tLsc8SCFO0rMVgVyNm9XtfnyX84.jpg,
646097,Rebel Ridge,"['Crime', 'Action', 'Thriller']",en,A former Marine confronts corruption in a small town when local law enforcement unjustly seizes the bag of cash he needs to post his cousin's bail.,1.163.687,filmscience-Bonneville Pictures,27/8/2024,0,0,132.0,Released,Their laws. His rules.,6.902,353,"['Aaron Pierre', 'Don Johnson', 'AnnaSophia Robb', 'Emory Cohen', 'David Denman', 'Oscar Gale', 'Steve Zissis', 'Daniel Chung', 'Dana Lee', 'C.J. LeBlanc', 'ZsanÃ© JhÃ©', 'Reid Williams', 'Matthew Rimmer', 'Brannon Cross', 'Victor Eli Hugo', 'James Cromwell', 'Chelsea Bryan', 'Al Vicente', 'Terence Rosemore', 'Leslie Nipkow', 'Rhonda Johnson Dents', 'Charlie Talbert', 'Harlon Miller', 'Clayton Cooper', 'Caleb J. Thaggard', 'Jordan Thoma', 'Angela Griffitt']",small town-police chief-louisiana-money-police corruption-ex-marine-tense-admiring-appreciative-approving-assertive,/xEt2GSz9z5rSVpIHMiGdtf0czyf.jpg,/tbgIhYwQ5IAgNaFU1SBBxxNXCmm.jpg,917496-930600-1186247-1216103-40760-848981-271869-44468-970948-1075329-143150-1034871-746646-998642-801688-1155058-1059345-12618-1072876-365177
697843,Extraction 2,"['Action', 'Thriller']",en,Tasked with extracting a family who is at the mercy of a Georgian gangster Tyler Rake infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot and the gangster dies in the heat of battle his equally ruthless brother tracks down Rake and his team to Vienna in order to get revenge.,1.157.774,AGBO-Filmhaus Films,9/6/2023,0,0,123.0,Released,Prepare for the ride of your life.,7.616,1198,"['Chris Hemsworth', 'Golshifteh Farahani', 'Adam Bessa', 'Tornike Gogrichiani', 'Tornike Bziava', 'Tinatin Dalakishvili', 'Andro Japaridze', 'Justin Howell', 'Idris Elba', 'Olga Kurylenko', 'SinÃ©ad Phelps', 'Patrick Newall', 'Daniel Bernhardt', 'Levan Saginashvili', 'George Lasha', 'Sam Hargrave', 'Miriam Kovziashvili', 'Marta Kovziashvili', 'Demetre Kavelashvili', 'Giga Shavadze', 'Dato Bakhtadze', 'Davit Chogovadze', 'Irakli Kvirikadze', 'Paul Maynard', 'HÃ©ctor Andreu', 'Tite Komakhidze']",mercenary-sequel-rescue mission-long take-based on graphic novel,/7gKI9hpEMcZUQpNgKrkDzJpbnNS.jpg,/wRxLAw4l17LqiFcPLkobriPTZAw.jpg,445954-385687-298618-640146-717930-1128382-1084028-1119173-545609-667538-1031778-986070-1010581-1121156-1138635-155820-1014390-938553-1119087-717082-759297
762441,A Quiet Place: Day One,"['Horror', 'Science Fiction', 'Thriller']",en,As New York City is invaded by alien creatures who hunt by sound a woman named Sam fights to survive with her cat.,1.131.329,Paramount Pictures-Platinum Dunes-Sunday Night Productions,26/6/2024,67000000,244911350,99.0,Released,Hear how it all began.,6.79,546,"[""Lupita Nyong'o"", 'Joseph Quinn', 'Alex Wolff', 'Djimon Hounsou', 'Eliane Umuhire', 'Takunda Khumalo', 'Alfie Todd', 'Avy', 'Berry Worrall', 'Ronnie Le Drew', 'Benjamin Wong', 'Michael Roberts', 'Gavin Fleming', 'Elijah Ungvary', 'Alexander John', 'Thara SchÃ¶Ã¶n', 'Thea Butler', 'Choy', 'Ling Man', 'Cain Aiden', 'KÃ¡it Feeney', 'Malik Jubal', 'Jennifer Woodward']",monster-escape-cat-alien-prequel-survival-survivalist-fear-spin off-noise-silence-quiet,/hU42CRk14JuPEdqZG3AWmagiPAP.jpg,/2RVcJbWFmICRDsVxRI8F5xRmRsK.jpg,1226578-1086747-1084736-1022789-1008409-519182-956842-932086-718821-1012201-1023922-1029955-704673-974635-987686-635731-280180-999621-833257-1247031
758009,Shotgun Wedding,"['Action', 'Romance', 'Comedy']",en,Darcy and Tom gather their families for the ultimate destination wedding but when the entire party is taken hostage â€œâ€™Til Death Do Us Partâ€ takes on a whole new meaning in this hilarious adrenaline-fueled adventure as Darcy and Tom must save their loved onesâ€”if they donâ€™t kill each other first.,1.043.225,Lionsgate-Mandeville Films-Nuyorican Productions-Maximum Effort,28/12/2022,0,4495365,101.0,Released,Save the day.,6.334,618,"['Jennifer Lopez', 'Josh Duhamel', 'Jennifer Coolidge', 'SÃ´nia Braga', 'Lenny Kravitz', ""D'Arcy Carden"", 'Cheech Marin', 'Selena Tan', 'Desmin Borges', 'Pancho Cardena', 'Alex Mallari Jr.', 'Callie Hernandez', 'Steve Coulter', 'Ramin Razmjoo', 'Tharoth Sam', 'Worapojd Thautanon', 'Zachary Wood', 'Vladimir Acevedo', 'Powpong Kopholrat', 'HÃ©ctor AnÃ­bal', 'Asia Munma', 'Ray Raymundo', 'Iana Ramirez']",wedding-hostage situation,/t79ozwWnwekO0ADIzsFP1E5SkvR.jpg,/zGoZB4CboMzY1z4G3nU6BWnMDB2.jpg,702432-1064489-1013870-953734-805307-753965-848466-892153-996727-846433-842544-505642-536554-1035806-646389-879513-1024853-1025169-542196-653851-866413
762430,Retribution,"['Action', 'Mystery', 'Thriller', 'Crime']",en,When a mysterious caller puts a bomb under his car seat Matt Turner begins a high-speed chase across the city to complete a specific series of tasks. With his kids trapped in the back seat and a bomb that will explode if they get out of the car a normal commute becomes a twisted game of life or death as Matt follows the stranger's increasingly dangerous instructions in a race against time to save his family.,955.039,StudioCanal-The Picture Company-Ombra Films,23/8/2023,20000000,12905464,93.0,Released,All roads lead to the truth.,6.836,341,"['Liam Neeson', 'Noma Dumezweni', 'Lilly Aspell', 'Jack Champion', 'Arian Moayed', 'Embeth Davidtz', 'Matthew Modine', 'Emily Kusche', 'Luca MÃ¡rkus', 'Bernhard Piesk', 'Michael S. Ruscheinsky', 'Antonije Stankovic', 'Christian Koerner', 'Gerhard Elfers', 'Tine GerhÃ¤eusser', 'Peter Miklusz', 'Luc Etienne', 'Nedy John Cross', 'Daniel Grave']",bomb-assassination-remake-divorce-duringcreditsstinger-phone call-berlin,/ljl70pjLIX1hx3bPyCCbxGj6WPr.jpg,/iiXliCeykkzmJ0Eg9RYJ7F2CWSz.jpg,976573-872585
842544,Transfusion,"['Crime', 'Thriller', 'Drama']",en,Ryan Logan a former Special Forces operative is battling to cope with life after the loss of his wife.  He is thrusted into the criminal underworld to keep his only son from being taken from him.,926.142,Deeper Water Films-Madman Entertainment-Altitude Media,5/1/2023,0,0,105.0,Released,Blood is blood.,6.602,127,"['Sam Worthington', 'Matt Nable', 'Phoebe Tonkin', 'Edward Carmody', 'Susie Porter', 'Jeremy Lindsay Taylor', 'Sam Parsonson', 'Sam Cotton', 'George Houvardas', 'Damien Strouthos', 'Brad McMurray', 'Julian Maroun', 'Alex Malone', 'Trystan Go', 'Alison McGirr', 'Darius Williams', 'Mike Duncan', 'Gilbert Bradman', 'Rachel Biazzo', 'Ethan Puse', 'Christopher Stollery', 'Damian de Montemas', 'Jessica Napier', 'Aaron Nable']",loss of loved one-criminal underworld-special forces-coping mechanisms,/bxh5xCCW9Ynfg6EZJWUkc1zqTnr.jpg,/a4I481szRmycyreQTLrRe4f4YJe.jpg,872954-342061-996727-843794-933939-897155-1052820-1072696-873095-1022266-717133-589764-736771-608236-853606-1020975-1037644-959069-934601-897839-983526
848326,Rebel Moon - Part One: A Child of Fire,"['Science Fiction', 'Action', 'Adventure']",en,When a peaceful colony on the edge of the galaxy finds itself threatened by the armies of the tyrannical Regent Balisarius they dispatch Kora a young woman with a mysterious past to seek out warriors from neighboring planets to help them take a stand.,923.889,The Stone Quarry-Grand Electric,15/12/2023,83000000,0,134.0,Released,There are no heroes. Only rebels.,6.453,414,"['Sofia Boutella', 'Djimon Hounsou', 'Ed Skrein', 'Michiel Huisman', 'Bae Doona', 'Ray Fisher', 'Charlie Hunnam', 'Anthony Hopkins', 'Staz Nair', 'Fra Fee', 'Cleopatra Coleman', 'Stuart Martin', 'Ingvar E. SigurÃ°sson', 'Alfonso Herrera', 'Cary Elwes', 'Rhian Rees', 'E. Duffy', 'Jena Malone', 'Sky Yang', 'Charlotte Maggi', 'Corey Stoll', 'Stella Grace Fitzgerald', 'Greg Kriek', 'Brandon Auret', 'Ray Porter', 'Tony Amendola', 'Dominic Burgess', 'Derek Mears', 'Dustin Ceithamer', 'Elizabeth Martinez', 'Josefine Lindegaard', 'Melissa Hunt', 'Colby Lemmo', 'Sisse Marie', 'Thomas Ohrstrom', 'Savanna Gann', 'Danielle Burgio', 'Julian Grant', 'Patrick Luwis', 'Tomm Voss', 'Christine Kellogg', 'Darrin', 'Skylar Okerstrom', 'Lang', 'Caden Dragomer', 'Kayden Alexander Koshelev', 'Kingston Foster', 'Robbie Jarvis', 'Brett Robert Culbert', 'Max Pescherine', 'Matt Nolan', 'Adam J. Smith', 'Michael James Bell', 'Richard Cetrone', 'Christopher Matthew Cook', 'Ben Geurens', 'Raphael Corkhill', 'Kendall Wells', ""James William O'Halloran"", 'Mingus Johnston', 'Carolyne Chen', 'Quinn Zheng', 'Giovanni Lopes', 'Bonnie Morgan', 'Rory Gibson', 'Napoleon Ryan', 'Cody Banta', 'Francisco Grey', 'Scott Subiono', 'Gary Nohealii', 'Cesalina Gracie', 'Isabella Brenza', 'Jordan Coleman', 'Mark Steger', 'Douglas Tait', 'Sam Bass', 'Charity Witt', 'Francis Ngannou', 'Steven Allen', 'Alexander Ward', 'John Orr', 'Daisy Davis', 'Simon Potter']",space war-space-space opera-space adventure-action hero-alien spaceship-super hero girls-space vessel,/ui4DrH1cKk2vkHshcUcGt2lKxCm.jpg,/sRLC052ieEzkQs9dEtPMfFxYkej.jpg,
420808,Peter Pan & Wendy,"['Family', 'Fantasy', 'Action', 'Adventure']",en,Wendy Darling a young girl afraid to leave her childhood home behind meets Peter Pan a boy who refuses to grow up. Alongside her brothers and a tiny fairy Tinker Bell she travels with Peter to the magical world of Neverland. There she encounters an evil pirate captain Captain Hook and embarks on a thrilling adventure that will change her life forever.,906.107,Walt Disney Pictures-Whitaker Entertainment,20/4/2023,0,0,106.0,Released,Escape to Neverland.,5.826,367,"['Alexander Molony', 'Ever Anderson', 'Jude Law', 'Alyssa WapanatÃ¢hk', 'Jim Gaffigan', 'Joshua Blue Pickering', 'Jacobi Jupe', 'Molly Parker', 'Alan Tudyk', 'Yara Shahidi', 'Florence Bensberg', 'Sebastian Billingsley', 'Rodriguez', 'Noah Matthews Matofsky', 'Caelan Edie', 'Kelsey Yates', 'Skyler Yates', 'Diana Tsoy', 'Felix de Sousa', 'John DeSantis', 'Garfield Wilson', 'Ian Tracey', 'Mark Acheson', 'Jesse James Pierce', 'Gemita Samarra', 'Cassie Van Wolde', 'Deborah Ramsay', 'Paloma NuÃ±ez', 'Paul Chih', 'Ping Cheng', 'Mike Ching', 'Nora Mcadam']",island-magic-fairy-fairy tale-peter pan-immortality-remake-pirate-based on children's book-fantasy world-live action remake,/8naZFKLQxhsYfvgveSP9Xw7Jv1B.jpg,/8HfjrSxfTVKmjNh8cJjbu5eXzcX.jpg,447365-493529-603692-1111140-640146-1098164-868759-1037644-1106942-713704-1102776-997776-1125197-10142-385687-758323-785759-948713-934433-876969-727340
315162,Puss in Boots: The Last Wish,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']",en,Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.,904.25,DreamWorks Animation-Universal Pictures,7/12/2022,90000000,480000000,103.0,Released,Say hola to his little friends.,8.284,5759,"['Antonio Banderas', 'Salma Hayek Pinault', 'Harvey GuillÃ©n', 'Wagner Moura', 'Florence Pugh', 'Olivia Colman', 'Ray Winstone', 'Samson Kayo', 'John Mulaney', ""Da'Vine Joy Randolph"", 'Anthony Mendez', 'Kevin McCann', 'Bernardo de Paula', 'Betsy Sodaro', 'Artemis Pebdani', 'Conrad Vernon', 'Cody Cameron', 'Kailey Crawford', 'Al Rodrigo', 'Bob Persichetti', 'Miguel Matrai', 'Pilar Uribe', 'Heidi Gardner', 'Joel Crawford', 'Januel Mercado', 'James Ryan', 'Natalia Cronembold', 'Paul Fisher', 'Aydrea Walden']",fairy tale-talking dog-spin off-aftercreditsstinger-talking cat-fear of death,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg,943822-1033456-505642-1011679-1058949-100088-135195-1078862-1047431-646389-10841-197158-631842-837925-536554
267805,There Are No Saints,['Action'],en,A man is imprisoned for a crime he didn't commit. When his wife is murdered and his son kidnapped and taken to Mexico he devises an elaborate and dangerous plan to rescue his son and avenge the murder.,903.86,Open Window Productions-BN Films-Itaca Films-Itaca Films,27/5/2022,0,0,105.0,Released,,5.6,51,"['JosÃ© MarÃ­a YÃ¡zpik', 'Shannyn Sossamon', 'Tommy Flanagan', 'Ron Perlman', 'Karla Souza', 'Tim Roth', 'Paz Vega', 'Neal McDonough', 'Keidrich Sellati', 'Gary Carlos Cervantes', 'Brian Glanney', 'Rachel Noll James', 'Vincent Rivera', 'Kristyan Ferrer', 'Leticia Fabian', 'Jeff McNeal', 'Del Zamora', 'NatÃ¡lia Subtil', 'Renzo Lewis', 'Gabriel Santoyo', 'Vincent Rivera', 'Ãlex Perea', 'Arnulfo Reyes Sanchez']",prison-mexico-kidnapping-murder-rescue-innocent-avenge,/fcOTYArjKuAgufwHoTvx8w9UKCv.jpg,/cL0cdccOMzM508ODsWPfHVMMAzo.jpg,1391-961484-763873-668047-630392-999127-301351-1364-854467-730167-818397-725201
748783,The Garfield Movie,"['Animation', 'Comedy', 'Family', 'Adventure', 'Action']",en,Garfield the world-famous Monday-hating lasagna-loving indoor cat is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father â€“ scruffy street cat Vic â€“ Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious high-stakes heist.,813.181,Alcon Entertainment-DNEG-Wayfarer Studios-One Cool Group-Stage 6 Films-Andrews McMeel Entertainment-John Cohen Productions,30/4/2024,60000000,221871392,101.0,Released,Indoor cat. Outdoor adventure.,7.179,815,"['Chris Pratt', 'Samuel L. Jackson', 'Hannah Waddingham', 'Ving Rhames', 'Nicholas Hoult', 'Cecily Strong', 'Harvey GuillÃ©n', 'Brett Goldstein', 'Bowen Yang', 'Snoop Dogg', 'Janelle James', 'Angus Cloud', 'Jeff Foxworthy', 'Eugenia Caruso', 'Luke Cinque', 'White', 'Dev Joshi', 'Chana Keefer', 'Mark Keefer', 'Edward Montgomery', 'Mark Dindal', 'Cameron Bernard Jones', 'Darren Foreman', 'Timothy Quinlan', 'Matt Rippy', 'Alicia Grace Turrell', 'Eric Loren', 'Melli Bond', 'Lynsey Murrell', 'Amelia Sciandra', 'Jennifer Woodward', 'Hannah Felix']",friendship-cat-villain-based on comic-lasagne-computer animation-based on cartoon-food-dog-female villain-aftercreditsstinger-father son relationship-adaptation-adoring-joyful,/xYduFGuch9OwbCOEUiamml18ZoB.jpg,/1wP1phHo2CROOqzv7Azs0MT5esU.jpg,1093995-974262-653346-639720-1197406-1207898-1082063-519182-1048241-1079485-882059-786892-739547-1209290-718821-1022789-740441-560016-758679-573435
940551,Migration,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",en,After a migrating duck family alights on their pond with thrilling tales of far-flung places the Mallard family embarks on a family road trip from New England to New York City to tropical Jamaica.,800.053,Illumination,6/12/2023,72000000,289076685,83.0,Released,Odd ducks welcome.,7.563,1009,"['Kumail Nanjiani', 'Elizabeth Banks', 'Caspar Jennings', 'Tresi Gazal', 'Awkwafina', 'Carol Kane', 'Keegan', 'Michael Key', 'Danny DeVito', 'David Mitchell', 'Isabela Merced', 'Carlos Alazraqui', 'Brock Baker', 'Gregg Berger', 'Steve Blum', 'Kimberly Brooks', 'Rodger Bumpass', 'Corey Burton', 'Sean Chiplock', 'Amber Lee Connors', 'Ian James Corlett', 'David Cowgill', 'Robin Atkin Downes', 'David Errigo Jr.', 'Bill Farmer', 'Dave Fennoy', 'Keith Ferguson', 'Erin Fitzgerald', 'Grant George', 'David Kaye', 'Danny Mann', 'Zeno Robinson', 'Tara Sands', 'Veronica Taylor', 'Matthew Wood']",duck-migration-flight-anthropomorphism-family-animal-chef-overprotective father-illumination-bird,/ldfCF9RhR40mppkzmftxapaHeTo.jpg,/meyhnvssZOPPjud4F1CjOb4snET.jpg,609681-572802-1022796-866398-787699-930564-845111-872585-906126-520758-1072342-508883-823482-753342-1211957-955916-1072790-840430-926393-346698-976573
882569,Guy Ritchie's The Covenant,"['War', 'Action', 'Thriller']",en,During the war in Afghanistan a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.,794.125,STX Films-Toff Guy Films,19/4/2023,55000000,20000000,123.0,Released,A bond. A pledge. A commitment.,7.662,657,"['Jake Gyllenhaal', 'Dar Salim', 'Antony Starr', 'Alexander Ludwig', 'Jonny Lee Miller', 'Emily Beecham', 'Jason Wong', 'Bobby Schofield', 'Sina Parvaneh', 'Sean Sagar', 'James Nelson', 'Joyce', 'Reza Diako', 'Abbas Fasaei', 'Swen Temmel', 'Rhys Yates', 'Ash Goldeh', 'Marcel ZadÃ©', 'Christian Ochoa', 'Hadi Khanjanpour', 'Gary Anthony Stennette', 'Fariba Sheikhan', 'Damon Zolfaghari', 'Javier Ramos', 'Kawa Mawlayee', 'Altamasch Noor', 'Javid Hakim', 'Mo Ahmadi', 'Cyrus Khodaveisi', 'Paeman Arianfar', 'Shoaib Lodin']",ambush-interpreter-afghanistan-afghanistan war (2001- )-rescue-war,/kVG8zFFYrpyYLoHChuEeOGAd6Ru.jpg,/vnPTLSBk95XKdahOaMkTlAck5Rc.jpg,840326-1037644-713704-385687-121342-552688-605886-603692-747355-758323-502356-1121116-842675-964980-876969-654374-868985-493529-649609-447365-620705
799155,Attack,"['Action', 'Science Fiction', 'Thriller']",hi,With the Parliament under siege Indiaâ€™s first super soldier Arjun Shergill is tasked to get hold of the terrorists in the nick of time save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi. Will Arjun succeed in his mission?,773.348,JA Entertainment-Pen Studios-Ajay Kapoor Productions,1/4/2022,0,0,123.0,Released,,7.398,89,"['John Abraham', 'Serena Walia', 'Rakul Preet Singh', 'Prakash Raj', 'Ratna Pathak Shah', 'Elham Ehsas', 'Jacqueline Fernandez', 'Kiran Kumar', 'Rajit Kapoor', 'Jaimini Pathak', 'Mehroos Mir', 'Shahnawaz Bhatt', 'Babrak Akbari', 'Ranjit Punia', 'Habib Al Aidroos', 'Nimish Desai', 'Mohd Talib']",parliament-super soldier-soldier-indian army,/5jGKbYuZtdxSNOocI6ZziQeiY4n.jpg,/ba9TgAO4I8RyA2LljzR3MspHaM9.jpg,85985-441909-657997-816586-801526-607145-678835
299054,Expend4bles,"['Action', 'Adventure', 'Thriller']",en,Armed with every weapon they can get their hands on and the skills to use them The Expendables are the worldâ€™s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give â€œnew bloodâ€ a whole new meaning.,750.624,Millennium Media-Campbell Grobman Films-Lionsgate,15/9/2023,100000000,58000000,103.0,Released,They'll die when they're dead.,6.431,815,"['Sylvester Stallone', 'Jason Statham', '50 Cent', 'Megan Fox', 'Dolph Lundgren', 'Iko Uwais', 'Andy GarcÃ­a', 'Tony Jaa', 'Randy Couture', 'Jacob Scipio', 'Levy Tran', 'Lucy Newman', 'Williams', 'Daren Nop', 'Kenny ""Cowboy"" Bartram', 'Cody Mackie', 'Cokey Falkow', 'Eddie Hall', 'Dan Chupong', 'Karim Saidi', 'Samuel Black', 'Adam Masto', 'Sheila Shah', 'Nicole Andrews', 'Oat Jenner', 'Susanne Potrock', 'Mike MÃ¶ller', 'Alexander Hristozov', 'Antoni Davidov', 'David Nop', 'Igor PeÄenjev', 'Stefan Ivanov', 'Vladimir Mihailov', 'Martin Ghiaurov', 'TjaÅ¡a Perko', 'Stefan Bahrun', 'Assen Karanikolov', 'Caroline Wilde', 'Jason Lines']",sequel-nuclear bomb-cargo ship-ring,/iwsMu0ehRPbtaSxqiaUDQB9qMWT.jpg,/wl4NWiZwpzZH67HiDgpDImLyds9.jpg,42333-951491-42332-507089-1039690-926393-13723-939335-554600-190532-1157049-893723-1034062-575264-807172-1173558-565770-980489-678512-762430-862552
892070,Padre no hay mÃ¡s que uno 3,"['Comedy', 'Family']",es,Christmas is coming. The children accidentally break a Nativity scene figurine from their father's collection and must by all means get an equal one the problem is that it is a unique antique piece. Sara the eldest daughter breaks up with her boyfriend Ocho who will try to recover her favors with the help of her father-in-law Javier. Precisely Javier's father-in-law Marisa's father will be welcomed into the family home to spend the holidays after her recent separation which will not leave Javier's mother Milagros indifferent. RocÃ­o the folklore of the family who has been playing the Virgin for several Christmases is relegated this year to playing the shepherdess something that her father Javier is not willing to assume.,749.721,Atresmedia-Bowfinger,15/7/2022,0,0,0.0,Released,,8.5,2,"['Santiago Segura', 'Toni Acosta', 'Martina Dâ€™Antiochia', 'Calma Segura', 'Luna Fulgencio', 'Carlos G. MorollÃ³n', 'Sirena Segura', 'Loles LeÃ³n', 'Leo Harlem', 'Silvia Abril', 'El Cejas', 'Carlos Iglesias']",,/rmFURMXlphmrGr8gItXkuHqg43G.jpg,/znUdSyO9ZUopUfmr6DH5YT5D5Cs.jpg,
770509,The Nights Belong to Monsters,"['Fantasy', 'Drama']",es,Sol a 17-year-old teenager moves with her mother to the Gonzalo's home the actual mother's boyfriend. In this town where from the beginning Sol only finds hostility she must face bullying from her schoolmates and Gonzalo's harassment. While wandering the streets trying to find a way out Sol meet a mysterious and magical female dog with whom she establish a symbiotic relationship. It be this dog the one that violently and surprisingly always appear to defend Sol until the last consequences.,742.199,Rispo Films-Tieless Media,9/10/2021,0,0,96.0,Released,,2.0,1,"['Lu Grasso', 'Esteban Lamothe', 'JazmÃ­n Stuart', 'Gustavo GarzÃ³n', 'Agustin Daulte', 'Macarena SuÃ¡rez Dagliano', 'Majo Chicar', 'Laura Grandinetti', 'Nico GarcÃ­a', 'Ignacio Quesada']",,/cYNfI1WHxMm0JhCXEX9qUUOv8C3.jpg,,
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,"['Animation', 'Comedy', 'Action']",en,After years of being sheltered from the human world the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate but they soon get in over their heads when an army of mutants is unleashed upon them.,729.356,Paramount-Nickelodeon Movies-Point Grey Pictures-Mikros Animation-Cinesite Animation,31/7/2023,70000000,161000000,100.0,Released,Heroes aren't born. They're mutated.,7.248,435,"['Micah Abbey', 'Shamon Brown Jr.', 'Nicolas Cantu', 'Brady Noon', 'Ayo Edebiri', 'Maya Rudolph', 'John Cena', 'Seth Rogen', 'Rose Byrne', 'Natasia Demetriou', 'Giancarlo Esposito', 'Jackie Chan', 'Ice Cube', 'Paul Rudd', 'Post Malone', 'Hannibal Buress', 'Jimmy Donaldson', 'Derek Wilson', 'Lukas Williams', 'Michael Badalucco', 'Dempsey Pappion', 'John Capodice', 'Andia Winslow', 'Raechel Wong', 'David Faustino', 'Danny Mastrogiorgio', 'Noel Gibson', 'Myra Owyang', 'Kevin Eastman', 'Alex Hirsch', 'Mike Rianda', 'Bobby Wagner', 'Greg Levitan', 'Illya Quinteros', 'Natalie Canizares', 'Kyler Spears', 'Jeff Rowe']",new york city-sibling relationship-skateboarding-crime fighter-turtle-superhero-ninja-duringcreditsstinger-teenage mutant ninja turtles-aspiring journalist-anthropomorphic animal,/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,/w2nFc2Rsm93PDkvjY4LTn17ePO0.jpg,565770-1008042-616747-615656-980489-346698-656968-1072371-406427-1003581-1110358-604031-872585-783675-724209-864168-10438-438348-985617-324857-1061181
843794,JUNG_E,"['Science Fiction', 'Action', 'Adventure']",ko,On an uninhabitable 22nd-century Earth the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.,711.941,Climax Studios,20/1/2023,0,0,98.0,Released,AI Combat Warrior Will be Unleashed.,6.301,370,"['Kang Soo', 'youn', 'Kim Hyun', 'joo', 'Ryu Kyung', 'soo', 'Uhm Ji', 'won', 'Lee Dong', 'hee', 'Han Woo', 'yeol', 'Lee Ga', 'kyung', 'Shin Min', 'jae', 'Kim Sun', 'hyuk', 'Lee Hyun', 'kyun', 'Park So', 'yi', 'Lee Seung', 'chan', 'Kim Tae', 'joon', 'Do Yong', 'gu', 'Hong Seok', 'bin', 'Jun Jung', 'il', 'Son Young', 'soon', 'Cha Young', 'ju', 'Cha Hee', 'Park So', 'eul']",artificial intelligence-clone-future-mercenary-dystopia-robot-22nd century-war,/z2nfRxZCGFgAnVhb9pZO87TyTX5.jpg,/afsYFdid9pnnRd6tTrHFUbHgXJn.jpg,1035806-542196-1013870-842544-536554-996727-653851-758009-505642-846433-947938-955991-877703-267805-646389-315162-615777-996525-511617-39456-619930
